tweet,sentiment
Ohhh dulu maju buat projek KCIC tuh karena buat porto daftar ini tohh. Sasuga memang dosen TG. Dari pengajar karate Karsam sampe bisa jadi Bacagub :'),neutral
Sambang Warga Binmas Desa Cibiru Hilir sampaikan himbauan Kamtibmas kepada warga di sekitaran Stasiun KCIC Tegalluar #polrimitramasyarakat . . . #polrestabandung #polsekcileunyirestabdg #polsekcileunyi #humaspoldajabar #divhumaspolri #humaspolri @polrestabandung https://t.co/H6lcpKPhzD,neutral
Lagi di whoosh terus orang sebelah w menghembuskan napas keras mulu. Ingin rasanya w tanya are you okay mas? ,neutral
Kcic idenya siapa? Cosmos,neutral
Kalau mau naik Whoosh itu bisa OTS kan ya?,neutral
Dari aeon Tanjungbarat ke Halim Whoosh enaknya naik apa yak,neutral
Resmi! Tarif Kereta Cepat Jakarta-Bandung Whoosh Rp300 Ribu Gratis Dapat Akses Fasilitas Ini https://t.co/tbMeQYiznX,neutral
KCIC Sebut Stasiun Kereta Cepat Karawang Beroperasi Awal 2025 https://t.co/zRVbU5n1EE,neutral
PT Kereta Cepat Indonesia-China menawarkan tiga kelas kursi di kereta cepat Whoosh. Berikut rincian masing-masing kelas dan harga tiketnya. https://t.co/Q667MF1ETt,neutral
Hai Sobat Brownies! Dikarenakan Seluruh Outlet Amanda Brownies Libur Idul Fitri 1445h pada 10-11 April 2024 Sobat Brownies dapat beli Amanda Brownies di Amanda Mart Indomaret Happyfresh dan stasiun KCIC lho! Jadi jangan sedih ya karena selalu ada jalan untuk merayakan Idul https://t.co/exKGjbPAgI,neutral
Imo tpi keliatannya tpi proyek DT Bandung itu bru dikebut malah pas Whoosh ada. Justru keknya kalau g krn whoosh ini DJKA BTP Bandung bakal leha2 ngerjain DT,neutral
Jumlah penumpang Whoosh tembus 1 juta penumpang dalam 2 bulan beroperasi. https://t.co/fnEMHCtzHi,neutral
@ErsaTriWahyuni Selamat siang Kak. Pemesanan tiket Kereta Cepat Whoosh sudah termasuk Feeder relasi Padalarang-Halim ya Kak. Informasi mengenai jadwal Feeder Kereta Cepat Whoosh untuk di bulan April 2024 silakan bisa cek link berikut: https://t.co/UozMM91,neutral
Mulai 06 April 2024 pukul 06.00 s.d 22.00 WIB DIBUKA Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar / angkutan barang. https://t.co/HkNLb83zqw,neutral
Mulai 3 Februari Kereta Whoosh Terapkan Tarif Dinamis Tiket Termurah Rp150.000 https://t.co/aRQVuNVxln https://t.co/UPy5pjRiC0,neutral
Setengah bulan Ramadan sudah terlewati apa hal yang paling berkesan di Ramadan kali ini Sob? Sebelum itu yuk cek jadwal berbuka dan imsak untuk hari ke-17 ini Sobat #Whoosh! #Whoosh #KeretaCepat #NgeWhooshAja https://t.co/QGI58Fqbe6,neutral
Tiket Kereta Cepat Whoosh Resmi Dijual Harga Promo Rp300.000 https://t.co/yaCnWlk6Kr,neutral
@Dennaaja_ Ada kok yang gaji belasan tapi PP pake Whoosh saya kenal orangnya sayang gak main twitter ,neutral
KCIC Siapkan Tiket Ekonomi Hingga First Class Kereta Cepat WHOOSH https://t.co/7eWQFDXKT7,neutral
@ahongpleong Bro ini gak tau kalo freeport MRT dan KCIC itu operator lain selain KAI ,neutral
Kronologi kejadian bermula saat mobil berjalan dari arah barat menuju timur. Namun ketika melintasi rel yang tidak berpalang tersebut bertepatan dengan melintasnya kereta dari arah Surabaya ke Bandung. https://t.co/91IgWhU0fQ,neutral
Utang MRT Jakarta vs Kereta Cepat WHOOSH Jepang Beri Bunga Rendah! https://t.co/UgHarQKldz,neutral
di whoosh paling enak duduk di no brp dehhh,neutral
Mungkin sudah banyak orang yang lupa bahwa proyek Kereta Cepat Jakarta Bandung (KCJB) sekarang kereta Whoosh dirancang melintasi 4 stasiun. Yakni Stas... https://t.co/2adPZgfV8C,neutral
Kendaraan menuju Bandung : Whoosh Argo Parahyangan Serayu Cikurai Travel Primajasa Kendaraan di Bandung Gojek Gocar https://t.co/cjO4C8yj4c,neutral
nyeleneh sih emang tapi bisa dimengerti dari Stasiun Cimekar jalan kaki ±500m itu baru sampai portal area masjid naik TMB F2 dari Mal Summarecon jalan ±2km dan masih baru sampai portal. Satu2nya yang direct shuttle KCIC tapi tarif mayan. ,neutral
Utang Kereta Cepat Whoosh KAI Teken Pinjaman dari China https://t.co/aPCARDcJ4u,neutral
Coba yg seperti ini dilakukan di KCIC apakah akan menjadi pujian atau cacian?,neutral
Nanti sore jadwalnya naik kcic dari bandung dulu cus naik feeder ke padalarang lanjut halim,neutral
smg @AgusYudhoyono bs mengalahkan Oknum Jenderal (Purn) yg jd bumper PT.KCIC ( @KeretaCepatID ) #BasmiMafiaTanah #BasmiMafiaTanah #BasmiMafiaTanah,neutral
buat transport ganti ke whoosh kali yaaa,neutral
Org pada cakep2 amat ya aku blm mandi abis MCU langsung naik whoosh ,neutral
gue dan whoosh selalu dtg 5 menit akhir sblm keberangkatan ,neutral
Bukan China KCIC Sebut Bank yang Terima Duit Kereta Cepat https://t.co/gyG8peFqCw,neutral
Apa bantal kereta cepat #Whoosh dicuri? Yap! Betul adanya. Padahal fasilitas itu disediakan untuk meningkatkan kenyamanan penumpang lhoo. Yuk saling mengingatkan untuk taat pada aturan dan beretika saat menggunakan transportasi umum yang kita pakai. https://t.co/Km9JkMosld,neutral
@AryBandung Mudah mudahan gak ada yg lewat thread ini yg lihat saya di jalan wkwkwkkwk. Mau vus ke stasiun whoosh nih wkwkwkwk,neutral
oh ini yang bela belain naik whoosh dari bandung ke jkt buat ngedate di blokm https://t.co/ARiZGn3oKe,neutral
gua penasaran naek kcic,neutral
PT Kereta Cepat Indonesia China (KCIC) mengungkap bahwa sejauh ini kereta cepat Jakarta-Bandung atau Whoosh masih dikemudikan oleh masinis asal China. GM Corporate Secretary KCIC Eva Khairunnisa mengatakan saat ini masinis hingga teknisi Whoosh masih ditangani oleh tenaga https://t.co/ITT49xxgyp,neutral
Hari ini dines ke bandung mau ngajak wonu naik whoosh wkwkwkwk ngeeng~,neutral
Halo Sobat #Whoosh! Kami memohon maaf atas ketidaknyamanan yang dikarenakan adanya maintenance pada sistem ticketing di seluruh kanal penjualan tiket Whoosh pada: Selasa 14 Mei 2024 pukul 22:00 sampai Rabu 15 Mei 2024 pukul 02:00 WIB Sehingga pada periode tersebut pembelian https://t.co/L4iGaMOZuj,neutral
Whoosh sampe jam berapa si?,neutral
250 ribu untuk menaiki KCIC atau 250 ribu untuk menaiki KCIC,neutral
ada yg nyari tiket whoosh kcic dr padalarang ke halim ga ?? aku mau wts #zonauang,neutral
JANGAN MEPET NANTI KEPEPET! Halo Sobat #Whoosh! Whoosh itu pintunya akan tertutup 1-2 menit sebelum keberangkatan. Jadi ticket gate yang berada di stasiun secara sistem akan ditutup 5 menit sebelum jadwal yang membuat Sobat tidak bisa scan tiket di gate. Pokoknya kalau https://t.co/yllKI1ALuo,neutral
KCIC menerapkan penambahan waktu pelayanan penjualan dan redeem alias penukaran kartu berlangganan Whoosh. https://t.co/9d8ktw9IN8,neutral
Naha ga naek kcic turun di Padalarang ngaliwet hela,neutral
Pernah ngayal nama Stasiun KRL Bekasi Summarecon krn dkt sama SMB. Eh yang kejadian stasiun whoosh.,neutral
Sampai di peron 3-4 KCJB Whoosh sudah siap berangkat pukul 17.35 dari Sta Halim ke Stasiun Tegalluar. https://t.co/18BHrUJ8F9,neutral
 Mau bayar Tiket Kereta atau atau Top up Game favorit bisa di Alfamart Lebih praktis dan simple semua ada di Alfamart mulai dari pembayaran Tiket kereta KAI atau KCIC bisa juga top up voucher bisa juga lho Bisa dapet hadiah GRATIS setiap melakukan transaksi tersebut. https://t.co/YrRoPjzvE0,neutral
Kereta Cepat Indonesia Cina (KCIC) kenapa ga dinamain Kereta Cepat Chindo aja?,neutral
#BayarPakaiBRImo pilihan terbaik untuk petualangan baru semua sangat cepat dapat dilakukan melalui fitur - fitur nya yg sangat lengkap dari pemesanan tiket pesawat sampai kereta whoosh tersedia di BRImoMudah SerbaBisa https://t.co/juhdLIdRMY,neutral
Mulai 06 April 2024 pukul 06.00 s.d 22.00 WIB DIBUKA Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/tPI8GUDpSk,neutral
Tiket Kereta Cepat Whoosh Bisa Dibeli Sekarang! Halo Sobat #Whoosh! Mimin punya info menarik buat Sobat yang pengen naik Kereta Cepat Whoosh dengan jadwal keberangkatan mulai 18 Oktober 2023. https://t.co/JPNVPReQHW,neutral
nanti aku nak naik Whoosh,neutral
Coba siapa di sini yang udah pesen tiket untuk tanggal 14 Februari? #Whoosh #KeretaCepat #NgeWhooshAja,neutral
@ahongpleong Kok ngga sekalian disambung lokomotif Whoosh/ KCIC Pak? Ooh beda generasi ya ,neutral
satu gerbong whoosh sm jabum 23?? tidak disangka,neutral
Watch him built monumen patung photobooth bentuk kereta cepat bandung ,neutral
#SobatMalangTramway Uraian singkat sejarah KAI INKA dan KCIC https://t.co/svSPWgUATw via @SINDOnews,neutral
Coba Mak....ngevlog di atas atap whoosh Wes tuwek loh Mak....kok Yo aneh2 ga isin sama anak2nya? Btw hijab e piye ikiiiii cetar membahana https://t.co/1EpeH5552h,neutral
Puasa hari ketiga~ Selamat menunaikan puasa hari pertama Sobat #Whoosh! Berikut jadwal imsak dan buka puasa untuk wilayah Bandung dan Jakarta. #Whoosh #KeretaCepat #NgeWhooshAja https://t.co/RKGBkSD8Ro,neutral
Kereta Oslo - Trondheim ini keren deh. Gak sestabil KCIC tapi lebih lebih stabil dari eksekutifnya KAI. 7 jam perjalanan tidur di kasur 90° tanpa khawatir dan cuma kebangun gara2 nangis bayi doang https://t.co/J9stX1vT9t,neutral
lain kali dreamies di indo pake kereta whoosh aja ato gsh pake sama sekali,neutral
aaa besok naik whoosh,neutral
Mulai 06 April 2024 pukul 06.00 s.d 22.00 WIB DIBUKA Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/ohUz2vC7tK,neutral
Hingga kuartal ke-4 2023 PT KCIC secara keseluruhan memproyeksikan pendapatan perusahaan dengan nilai Rp 106 76 triliun. Dengan rincian pendapatan lain senilai Rp 3 44 triliun farebox senilai Rp 66 025 triliun,neutral
gaes akhirnya aku naik kcic,neutral
Naik travel ke bandung sampe rumah tuh kurang lebih 3 5 jam. Kalau naik whoosh biassanya 1 5 jam. Tapi harga whoosh teh 2x liat masalahnya huhuhu. Belum jadi target marketnya emang w. Yuk jadi kaya yuk,neutral
BREAKING NEWS Anies Tidak Ke Bandung Sama Sekali Hari Ini Anies Berada di Posko Brawijaya Jadi Hoax kalau ada yang bilang naik whoosh atau putet balik hoax itu https://t.co/0Uj5gL4apo,neutral
@lelewalah Gas gak sih pesan tiket Whoosh sekarang?,neutral
Kcic singkatannya apa sih kereta cepat ih cepat?,neutral
APASIH MAK BAPAK GUE TB2 KE SINI PAKE WHOOSH GA BILANG2,neutral
Diimbau agar tak dilepas atau diambil KCIC terkejut dengan bantal-bantal di sandaran kursi penumpang kereta kelas premium ekonomi Whoosh hilang. https://t.co/gAaAhZxcJv,neutral
work! mau nanya dong disini ada yg dapet walk interview dari pt kcic?,neutral
@starfess Masih kepo cara pitching ide MV-nya ke agensi... jadi gue pengen bikin mv galau brutal yg: oh okok banyak yg suka nih! Menjanjikan tp ada muka mantan trs ada api2 whoosh woosh gt trs gue shirtless yg: hah gmn2,neutral
Terapkan Tarif Dinamis Kereta Cepat Whoosh kelas Premium Economy Mulai dari Rp150 Ribu KCIC akan menerapkan skema dynamic pricing atau tarif dinamis untuk perjalanan Kereta Cepat Whoosh yang lebih fleksibel mulai keberangkatan 3 Februari 2024. Dengan penggunaan skema baru ini https://t.co/lUXjToZYlX,neutral
kloningan etihad sama KCIC,neutral
KCIC Hadirkan Layanan Khusus Untuk Pemesanan Tiket Kereta Cepat Whoosh Untuk Perjalanan Rombongan https://t.co/5HFmVMWjLS https://t.co/RuPmiRNs3Q,neutral
Pemerintah usulkan Kereta Cepat Whoosh tambah stasiun di Miko Mall Kopo Setelah selama ini hanya menumpang lewat Kota Bandung pemerintah pusat mengusulkan Kereta Cepat Whoosh menambah stasiun baru di Jalan Kopo Kota Bandung. Stasiun baru ini akan dibangun dekat Miko Mall. https://t.co/IbxhqwPuKX,neutral
tolongg siapapun mulai besok sampe tgl 2 bikinin whoosh pwt-smg 2jam https://t.co/UC2F2bjUBo,neutral
Lowongan Kerja PT KCIC (Whoosh) Kriteria Umum : - Warga Negara Indonesia (WNI),neutral
Hari Lahir Pancasila KCIC Tampilkan Tari Tradisional Betawi dan Sunda dalam Perjalanan Kereta Whoosh - Media 24 https://t.co/KrIft9dKik,neutral
wts tiket whoosh besok rabu 8 mei 125k 07.23 Padalarang - Halim #zonauangᅠ #zonajajan #zonaba #zonaBU,neutral
@sahid____ + susu ultra beli di alfa/indo + naik whoosh + tiktokan di orchid forest,neutral
toiletnya mirip whoosh,neutral
semoga Trans Metro Pasundan untuk dari arah Bandung ke Stasiun KCIC bisa langsung direct tanpa harus transit di Halte Bale Pare KBP,neutral
Ini kyk nya kalo bapak gue masih jd kepsek mungkin dia sama temen tememmya juga nyobain ni kcic,neutral
Nyaris ketinggalan Whoosh gara2 supir taksi tidak sepakat dengan rute gmaps. Like why??? ,neutral
Belom tidur sama sekali karna mas ku balik jakarta naik whoosh jam 6 pagi tidur pun gelisah hasilnya maksain ga tidur Tapi ini mau jam 8 pagi kenapa mata gw kagak ngantuk astaghfirullah,neutral
Siapa yang suka momen ini? Kereta cepat Whoosh berdampingan dengan LRT di stasiun Halim . . #ekkydiandro #keretacepat #whoosh #NgeWhooshAja #LRT #LRTjabodebek #naikkeretacepat #liburanakhirtahun https://t.co/GSzIpE8aUP,neutral
minusnya pake whoosh adalah kl ngantuk nanggung soalnya 20 menit lg nyampe,neutral
Lowongan PT Kereta Cepat Indonesia China (KCIC): 1. Auditor 2. Officer HR Organization Development Cara melamar: https://t.co/ByCial2m4h https://t.co/YvjM4D6rn8 #loker #lowongankerja #infoloker #lowongan #dapetkerja #recruitment https://t.co/S9gxCgKOBU,neutral
Sudirman - Bekasi KCIC https://t.co/tXACGHmf5d,neutral
Wah ga naik feeder KCIC ke bandung terus naik TMP K3 aja Pak? Biar gausah sewa mobil ,neutral
 Saat ini ada 5 shuttle Bus Damri berkapasitas 30 penumpang yang berangkat dari Stasiun Tegalluar menuju Stadion Si Jalak Harupat mulai 11 s.d 21 November 2023. Adapun jadwal keberangkatan bus menyesuaikan dengan jadwal pertandingan dan kedatangan/keberangkatan Whoosh ujar Eva. https://t.co/DtCZ79zuzs,neutral
Sambil nungguin klien datang bawa job kecil tapi haselnya alhamdulillah bisa belanja di jack wills Sendiri itu hemat Berdua bikin melarat Katanya nikah itu ibadah panjang Tapi ujianya juga lbh panjang dr rel kereta whoosh. https://t.co/jjPrH3vgiy,neutral
ke bandung mending naik kcic apa kereta biasa,neutral
Lumpia semarang di stasiun KCIC halim enak . https://t.co/zk0fPW9LcY,neutral
Naik whoosh mau kemana syuu???,neutral
Mulai 06 April 2024 pukul 06.00 s.d 22.00 WIB DIBUKA Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/nP9UBMUHjs,neutral
pernah ga lu balik naik whoosh karena kelasnya di cancel https://t.co/WwCjmQ0DIM,neutral
Ada 2 Intermoda Baru di Stasiun Whoosh Padalarang https://t.co/EHQfeeGwBG https://t.co/fV4mG1CpBp,neutral
Mrt fase 3 baru 160T bakal membengkak belum perawatannya Kcic udah jadi 120T perawatan nya udah seharga 1T pertahunnya ,neutral
Lha kan KAI masih megang sebagian saham KCIC buset. KCIC dipegang PSBI mayoritas PSBI dipegang KAI. Lagian jga kayak feeder KCJB jga dri KAI. Mana ada makan mangsa ,neutral
HAHA si sotoy ini (ya saya) memutuskan naik whoosh dan turun tegalluar dan baru sadar KA Feedernya ya di padalarang ,neutral
Bukan org kaya tapi kalo mudik naik whoosh astagfirulloh,neutral
Simak yang Dokter Tifa sampaikan tentang masa depan kawasan Jakarta Raya + PIK2 + Meikarta + Bandung Raya + Bandung Selatan + Walini + The New Parahyangan + Bandung Summarecon + Kertajati + Tegalluar Intinya sepanjang trayek KCIC Whoosh - Bandara Kertajati Luasnya overall 3 https://t.co/03gqcq1G2e,neutral
Mulai 06 April 2024 pukul 06.00 s.d 22.00 WIB DIBUKA Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/I7ZoRetkb9,neutral
Nyesel ga bikin akun KCIC dulu ,neutral
Kalo abis pulang naik whoosh tu yaa suka di kira sama orang2 sini abis balik kampung gitu wkwk oo ke bdg tu main dikira emg orang sana asli sana.. hahaha ya sorry emg cetakannya udh sunda bgt gini kali ya,neutral
Perjalananku ke Riau kali ini dimulai dari stasiun Whoosh Padalarang. #RiauTrip https://t.co/nN7akhKaOr,neutral
@jaejhynn Hai kak. Silakan naik rute B11/ B21 turun di bus stop Cawang ( BNN ) dilanjutkan naik rute 7W turun di bus stop ST. Kereta Cepat Halim. Terima kasih ^DN,neutral
PT KCIC mengungkapkan bahwa tarif tiket kereta cepat Whoosh akan berada di kisaran Rp250 ribu hingga Rp300 ribu untuk kelas premium https://t.co/IYLRU1DaSs Corporate Secretary KCIC Eva Chairunisa mengatakan bahwa tarif tersebut masih bukan tarif resmi.,neutral
BURT DPR RI Pantau Implementasi MoU dengan PT KCIC dan PT KAI untuk Penguatan Layanan Keprotokolan https://t.co/RB6YyR7p1R https://t.co/X1trYSyc4t,neutral
Luhut pastikan China jadi mitra penggarapan proyek kereta cepat Surabaya https://t.co/N1T2rAT4Yu,neutral
Menurut Wakil Ketua Masyarakat Transportasi Indonesia (MTI) Djoko Setijowarno menaikkan pajak motor berbahan bakar fosil atau BBM buat mensubsidi transportasi umum kayak kereta cepat dan LRT Jabodebek ini kurang cocok. Lebih cocok ini nih. Tonton deh menurut kamu gimana? https://t.co/VPvLio48cq,neutral
Kcic isinya full ibu2,neutral
Momen mudik lebaran tahun ini jadi yang perdana bagi kereta cepat Whoosh jadi salah satu sarana Angkutan Lebaran 2024. https://t.co/s5mzofk3tP #InvestorDaily #investasi #Saham,neutral
?? td lewat mba2 di st kcic pake kalung haknyeon mau nyapa kelewatan.. jb hb dong kalo liat ini wkwkw,neutral
Di dalem KCIC orang2 pada ngobrol enggres nyampe tegalluar ke stasiun bandung masih pada enggres sampe stasiun bdg wong sing ngomong akeh bahasa jowo,neutral
OTW naik WHOOSH.,neutral
@BangEdiii Lama-lama wilayah Gedebage yg stasiun KCIC Tegalluarnya berubah jd stasiun Summarecon juga akan seperti itu. Kita tunggu saja...,neutral
Usai dilantik menjadi presiden Prabowo Subianto memegang tanggung jawab besar yakni meneruskan pembangunan infrastruktur kereta Whoosh Jakarta-Suraba... https://t.co/SBkwi6FxmV,neutral
Sumpah vibe Jakarta ni buat aku jadi letih lelah - panas gila berdebu macet polusi! serabut dgn jualan2 di jalanan. Setiap perjalanan bakal ambil masa yg lama walaupun jarak dekat. Nak libur jakarta? If not for the Whoosh train I won t come here. ,neutral
Mulai 06 April 2024 pukul 06.00 s.d 22.00 WIB DIBUKA Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar/angkutan barang. https://t.co/8zSgK66KsJ,neutral
PT Kereta Api Indonesia (Persero) atau KAI baru saja menandatangani perjanjian fasilitas dengan China Development Bank (CDB) untuk pembiayaan cost overrun atau bengkak proyek Kereta Cepat Jakarta-Bandung. #bisnisupdate #update #bisnis #oneliner https://t.co/S0QbLAFYCh https://t.co/OYciucjcTJ,neutral
Sobat BRI Pesan tiket transportasi lebih mudah dan praktis dengan BRImo! Mulai dari pesawat whoosh kereta hingga bus semua ada di genggamanmu. Waktunya untuk perjalanan seru bersama BRImo! info lebih lanjut: https://t.co/dtKgs8gfgc #BRImo #BRImoMudahSerbaBisa https://t.co/HCcghVyzod,neutral
Biar bisa pake whoosh tiap hari,neutral
Kartu Langganan Whoosh Laku Keras Kini Bisa Dibeli di Setiap Stasiun https://t.co/r3Vg30TZGE,neutral
Ini mah bandung Bikin Whoosh Bikin cable car,neutral
Logo HSR Trans Jawa WHOOSH resmi diperkenalkan hari ini sekaligus dalam rangka peresmian. : KCIC https://t.co/sZX6DErHB9,neutral
haruskah aku menggulingkan badanku ketika kereta whoosh sedang melaju https://t.co/8zggRBdJBN,neutral
1 2 numpak KA 3 numpak whoosh 4 numpak 27 trans,neutral
Penjelasan KCIC soal Nasib Penumpang Whoosh yang Tumpangi KA Feeder Tabrak Mobil di Bandung Barat https://t.co/kyotls8ezj,neutral
#Lowongan TRAINEE PT Kereta Cepat Indonesia China (KCIC)/Kereta Cepat Jakarta-Bandung Info Terbaru 19 Januari 2024 (Terbuka Untuk Fresh Graduate / Berpengalaman)).,neutral
Simak Berikut 16 Posisi Lowongan Kerja KCIC Kereta Cepat Whoosh Dibuka hingga 16 Februari https://t.co/ydBo1LwjFk,neutral
Eh? Ternyata sebong naik kereta cepat? Pengalaman jarang,neutral
hari ini beneran ke bandung pp naik whoosh cuma buat makan nasi padang deh w sama @7rizkaa,neutral
Berikut Buat Sobat yang Naik Mobil Taksi atau Ojek Online ke Stasiun Halim! Halo Sobat #Whoosh! Nih Sob buat kalian yang masih suka bingung ke stasiun Halim lewatnya mana. Pokoknya Sobat kalau bingung bisa juga cek maps atau hubungi call center ke 150909. Kira-kira info https://t.co/R3qrxuCSGr,neutral
@andreascramer Belom pernah naik Whoosh? ,neutral
PT KCIC mengumumkan rekrutmen besar-besaran untuk berbagai posisi di proyek Kereta Cepat Jakarta-Bandung. Baca selengkapnya di sini! https://t.co/zjppYHcIMH https://t.co/cqnG5HOnGr,neutral
balik bandung sepulang kerja yg sgt dadakan naik whoosh ngeng,neutral
 kcic jkt-bdg yg enak gerbong brp guys?,neutral
@RichHealthyFun @KeretaCepatID Selamat malam Kak. Pengembalian dana pembatalan Kereta Cepat Whoosh akan di transfer ke rekening selambat-lambatnya 30 hari kerja setelah pengajuan. Jika dalam waktu tersebut belum menerima dana refund silakan dapat konfirma,neutral
@6_arung gak mau juga gak dapet duit dari KCIC ,neutral
@kelixmann eta ge gojek/grab nu nganteur ka Sta KCIC tegalluar cenah mah aya pungutan ti preman setempat...,neutral
@marlbonoreds eh btw buat ke KCIC halim blm bisa dari jl. trikora (berdasarkan google maps),neutral
‍️ : Pak ini ke Bandung jadinya kita naik apa? Travel aja kali ya? ‍️ : Loh kamu gamau naik Whoosh? Kan cepet. ‍️ : Ya mau2 aja makanya kamu mau naik apa? ‍️ : Naik pesawat aja apa ya. Ada kan dari Halim ke Bandung? ‍️ : . Capek bgt ngobrol ama bapak2 tua.,neutral
Udh beli tiket whoosh senin pagi..tp apa reschedule ke bsk pagi aja ya hmm,neutral
1. kuliah sampe S3 di LN top univ 7 turunan-ku 2. punya perumahan 50 unit di dalam dan luar negeri 3. beli pom bensin se jawa bali 4. beli kereta cepat rute jawa 5. beli maskapai penerbangan 6. bikin hotel di mekkah dgn kabbah view,neutral
kira kira kalo ak tanya petugas kcic ada pita jatoh tanggal 25 diladenin ap diusir https://t.co/cfR89vP0Bj,neutral
Penjelasan KCIC Soal Harga Tiket Whoosh Rp600 Ribu https://t.co/vUW9P64shS,neutral
Niat hati kcic berharap sepi hehe bocil semua,neutral
Beredar Harga Tiket Kereta Cepat Whoosh Rp300 Ribu-Rp600 Ribu Ini Penjelasan KCIC https://t.co/vvV6u3E2SY,neutral
Bolak-balik Perth kayak naek Whoosh. https://t.co/Kb0j6FHtDt,neutral
Quick Respon cek TKP Kebakaran Gudang Material area Proyek KCIC #polricepatresponsif #polrestabandung #polsekcileunyi #polsekcileunyirestabdg #humaspolri #humaspoldajabar #divhumaspolri #polripresisi @polrestabandung @subcilengkrang @humaspoldajbr @DivHumas_Polri @ListyoSigitP https://t.co/XTPDb5lx2i,neutral
Luhut bilang dana kenaikan pajak itu akan diperuntukkan guna menyubsidi ongkos operasional angkutan massa seperti Lintas Rel Terpadu (LRT) atau kereta cepat.,neutral
Guys nanya donk.. Kalo mau ke stasiun KCIC halim naik LRT bisa dari stasiun LRT kuningan kah? Atau kudu ke dukuh atas?,neutral
Stasiun LRT Rawamangun didesain sebagai stasiun transit dgn 4 jalur Jalur 3-4 stasiun LRT Rawamangun diproyeksikan untuk kedepannya sebagai jalur menuju stasiun KCIC Halim https://t.co/Zw7l8c4a1R,neutral
Assalamualaikum Sobat Pangan Selasa Sore (5/12) Menteri Pertanian Andi Amran Sulaiman melakukan kunjungan kerja ke Provinsi Jawa Barat ada hal yang menarik Mentan Amran mencoba naik Whoosh (Kereta Cepat) seperti apa tanggapan Mentan setelah menaikinya ya. Simak video dibawah https://t.co/5L8C7fdfGY,neutral
Mulai 06 April 2024 pukul 06.00 s.d 22.00 WIB DIBUKA Akses masuk dan keluar menuju Stasiun Kereta Cepat Whoosh Halim pada ruas Tol Jakarta Cikampek KM 01+842 arah Cikampek. Hanya kendaraan kecil dan Bus tidak untuk kendaraan besar / angkutan barang. https://t.co/D1Si7W1VI0,neutral
Tahap awal perpanjangan Kereta Cepat Whoosh sampai Yogyakarta PT KCIC menyampaikan bahwa tahap awal perpanjangan layanan Kereta Cepat Whoosh akan dilakukan sampai Yogyakarta. Pertimbangan yang dilakukan adalah biaya yang tinggi jika perpanjangan langsung dilakukan hingga https://t.co/6DYOeqEIlP,neutral
Punten @jago_gerlong nyuhungkeun dijemput di Stasiun Whoosh Halim.,neutral
Pecah Rekor! Penumpang Whoosh Tembus 21.000 Orang https://t.co/NUjlfGB5BX #KeretaCepat,neutral
Henan TV Putarkan Lagu Indonesia Hingga Perkenalkan KCIC untuk Gala Tahun Baru Imlek 2024 #henanTV #indonesia #china #TerimaKasihPresidenID https://t.co/bvTE9Ga5nP,neutral
Hi @AA_AlyaJKT48 Kereta Cepat | Whoosh https://t.co/hTemCDNGEq,neutral
orang orang mah pulang pergi naik krl lu mah pulang pergi naik whoosh ,neutral
Dr td ngotak ngatik obs soalnya kemaren ituin video tp suara in game kecil patah td coba udh mulus sih entah besok bakal whoosh apa bagaimana,neutral
gomdo naik whoosh whoosh lagii https://t.co/fYpo9KWy3o,neutral
Wilayah masterpiece ada Al-Jabbar ada KCIC tapi siga jaman purba. eh jaman purba mah euweuh japrem meureun nya.,neutral
Kereta Cepat Jakarta Surabaya Tahap Awal Cuma Sampai Yogyakarta https://t.co/pwIBtNi5IN,neutral
naik whoosh mata tinggal 5 watt https://t.co/98W0tHrIIQ,neutral
Jadi duit 217 Trilyun itu bisa bikin KCIC 2x ya?,neutral
kcic aja blm gue rasain apalagi ikn,neutral
kamu terlalu KCIC untuk aku yg naik primajasa,neutral
Ya Tuhan gue pgn naik kereta panoramic bgt lbh pgn panoramic drpd whoosh,neutral
Di Jakarta ada tuh rencana makan siang di Bandung pake Kereta cepat. Berapa jam cobaa~,neutral
